Receiver_ID,Name,Type,City,Contact,lat,lon
382,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,,
383,Melissa Kennedy,Individual,West Tina,(129)335-4916x24644,18.8089611,-72.8851644
384,Anthony Guerra,Charity,North Michelle,102.222.7070x5313,6.1176905,125.1657848
385,William Barnes,Shelter,Kellyfurt,(257)241-0749x262,,
386,Mary Hopkins,Individual,Tiffanyport,001-476-350-8465x7500,,
387,Michael Proctor,Charity,Lisafurt,(119)549-4969,,
388,Nicole Mueller,Charity,Rachelberg,241-269-1178,48.858687,13.1729936
389,Kelly Buchanan,Charity,Lake Jonathanchester,106-927-5178x0789,,
390,Victor Crawford,NGO,New Brandonton,+1-389-087-5252x62752,,
391,Regina Munoz,NGO,Lake Clinton,585.955.3149,39.3683216,-106.149188
392,Tracy Douglas,NGO,Gordonstad,+1-084-522-8932x8580,,
393,Dana Simmons,Shelter,West Jorge,005-720-2323x75794,11.9789352,124.8248769
394,Kyle Kerr,Charity,Sarahville,(065)853-7158x4157,32.9832814,-96.7666432
395,Joseph Davis,Charity,Sherryhaven,426-870-2757x6102,,
396,Allison Martinez,NGO,New Amy,(945)511-1142x655,43.6478271,-71.5160476
397,Mr. Robert Rivera II,Individual,Bergerport,+1-470-154-5478x4289,,
398,Alex White,Charity,Port Carmen,(226)363-8449,45.6532279,-79.572013
399,Jennifer Hughes,Charity,West Donnaton,001-147-430-1204x8556,,
400,John Byrd,Shelter,West Randall,(219)313-6702x212,34.8152515,-85.0411275
401,Leslie Acevedo,Charity,Lake Matthew,(028)737-3556x89803,-41.9532299,145.6095999
402,Nicholas Mosley MD,Individual,North Manuel,+1-759-332-7128,29.4464924,-98.5543219
403,John Collins,Shelter,New Deborahville,001-237-766-3335,,
404,Marissa Fischer,Shelter,New Kevin,(454)463-8142x8597,40.7911629,-73.9394101
405,David Evans,Shelter,Chambersmouth,(316)221-9715,,
406,Ashley Martinez,NGO,Lake Crystal,151-521-2736,44.1057973,-94.2188494
407,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,38.8751836,-94.5428419
408,Jennifer Mccoy,Individual,Morganville,(430)171-1148x1808,39.466386,-97.20197
409,Matthew Simmons PhD,Shelter,Brandonhaven,001-040-668-4559x58950,,
410,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,43.6879067,-79.5701232
411,Eric Kaiser,Shelter,West Mikayla,001-493-969-0455x844,35.1529915,-89.835208
412,David Carney,NGO,Port Dianemouth,001-710-732-1565x428,,
413,Dennis Schultz,NGO,New Natalieland,(348)049-0216,,
414,Dr. Matthew Hughes DDS,NGO,Christopherchester,+1-126-714-2290x91321,,
415,Kevin Blair,Individual,Lake Laurenburgh,(887)033-5757x4595,,
416,Ernest Cox,Shelter,Christinaland,(061)462-4166,,
417,Justin Santos,NGO,Rayfurt,953.221.6291x3146,,
418,Miss Mary Turner,Charity,North Holly,899-330-2450,35.6512655,-78.8336218
419,Teresa Jackson,Shelter,Port Thomasstad,001-620-115-6715x07034,,
420,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,,
421,Jonathan Copeland,Shelter,Jonathanview,836.048.1897x257,,
422,Tina Bean,Charity,South Tyler,001-877-090-0264x425,35.1249853,-97.6530753
423,Christine Bell,Individual,South Edwardburgh,(172)033-3196x74489,,
424,Pamela Harris,Charity,Lewisfort,320-562-3060,,
425,Robert Chavez,NGO,Chadport,(886)049-9104x019,,
426,Jose Rivas,Shelter,Rosaleschester,001-411-455-9848x386,,
427,Toni Johnson,NGO,Lake Steven,(045)229-8601,43.313861,-84.8841352
428,Elizabeth Galvan,NGO,Lake Karen,+1-896-018-1230,-1.3202122,36.7029041
429,Daniel Williams,Shelter,Russellburgh,2886093038,,
430,April Johnson,NGO,Pagemouth,(540)486-0312,,
431,Mr. Gregory Thompson,Charity,East Douglas,725.348.5813x15130,42.0723501,-71.7133029
432,Julie Brown,NGO,East Melissaport,(544)200-6673x39918,,
433,Michael Dunn,Individual,Lake Kyleside,001-263-994-2712,,
434,Jason Alvarez,NGO,South Connorview,(107)164-5994,,
435,Whitney Evans,Shelter,Martinezside,001-355-911-9659,,
436,Jacqueline Turner,NGO,Robertsport,937.841.8251,6.7525707,-11.3669534
437,Lindsey Lewis,Shelter,West Rogerview,001-610-209-8312,,
438,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,,
439,Erika Lopez,Shelter,North Margarethaven,117.027.1702,,
440,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,,
441,Cynthia Johnson,Charity,West Cherylland,716.098.0270x507,,
442,Natasha Harper,NGO,Port Sara,(474)763-3272x81635,35.8725635,14.5193501
443,Brittany Anderson,Individual,Port Michaelmouth,610-921-4134x12104,,
444,Michael Simmons,Individual,Coreymouth,427-237-3480x5364,,
445,Christopher Williams,NGO,North Kathryn,(304)550-4023x26262,46.6780313,-97.968712
446,Eric Mays,NGO,Port Deborahbury,555-698-7496x465,,
447,Erika West,Individual,Mikemouth,409.663.4270x89860,,
448,Nicholas Harrison,Shelter,New Timothymouth,0155752106,,
449,Mrs. Valerie Hartman,NGO,Port Jenniferborough,1271218776,,
450,Russell Smith,Charity,New Rebecca,+1-581-575-6141x390,41.4208608,-74.4794998
451,Marcus Gregory,Shelter,Hollyside,(452)490-4054x2105,51.7223683,-2.6626587
452,Tina Banks,Charity,Port Judith,986-535-7620,14.8518783,121.978579
453,Kristen Alvarado,NGO,Davidport,001-965-776-9092x06414,,
454,Steven Griffin,NGO,Cruzborough,511.595.0189,,
455,Jennifer Kennedy,Individual,Port Deborah,9581893095,-33.9369114,25.532008
456,Rodney Perkins,Charity,Lake Christina,2914238876,46.6943476,-67.8879788
457,Ryan Cole,Charity,Sandratown,001-477-548-6956x3901,,
458,Michael Vargas,Charity,East Andrewhaven,(932)466-1933x7047,,
459,Brandon Riley,NGO,Powerston,742-364-6134,,
460,Karen Stafford,Shelter,West Justinberg,(040)774-3704,,
461,Tonya Lewis,NGO,Edwardport,9693197491,,
462,Timothy Martin,Charity,Lake Adriennechester,0686804383,,
463,Frank Jackson,Charity,North Jeffreychester,441.504.6385x08595,,
464,Richard Parsons,Shelter,Bushbury,+1-781-993-1106x42127,52.6187266,-2.1178998
465,Makayla Davis,Shelter,Chrisport,282.929.9573,46.605705,13.8629125
466,Christine Ashley,Individual,South William,(067)618-4352x8380,31.60348,-94.65635
467,Nathan Gonzales,Charity,East Daniel,543.908.4807x329,40.7667776,-73.9675711
468,David Castro,Shelter,Heatherhaven,701.529.8611x3352,38.6184021,-90.5076964
469,Steven Martinez,Individual,Johnsonberg,(772)398-6224,,
470,Edwin Osborne,NGO,North Robinville,160-605-7945,,
471,David Fuentes,NGO,North Kimberlyland,767.966.0659x378,,
472,Brian Hill,Charity,Port Dominique,001-468-666-0994x3200,35.8995329,14.5160909
473,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,54.5416391,-130.4550167
474,Christine Lawrence,Charity,Bobbyfort,(936)378-6017,,
475,Kim Gamble,Individual,East Ginafort,(076)275-8691,,
476,Jennifer Baker,Shelter,Castilloshire,+1-340-509-3899x3380,,
477,Jorge Young,Shelter,Lake Rebeccaton,208.678.3432,,
478,Benjamin Wilson,NGO,West Aliciaburgh,(522)862-6624,,
479,Karen Reeves MD,NGO,Lake Mitchellbury,365-174-3809,,
480,Michael Roberson,NGO,South Davidstad,821.945.1712x4447,60.9225194,27.56931
481,Heather Brown,Shelter,New Michaelport,001-137-622-5038x219,,
482,Timothy Garrett,NGO,Andersonview,9075323328,,
483,Emily Sandoval,Charity,Port Gregory,076-207-0611,-28.1880117,114.2514677
484,Mary Harrington,Shelter,Port Jason,(773)159-6013x005,41.1369689,-85.0833107
485,Debbie Cox,Charity,Christopherchester,001-858-989-1478x60960,,
486,Ronald Brown,Shelter,New Dustin,(768)201-4672,43.2879327,-71.5909886
487,Micheal Peterson,NGO,West Jeffreyfurt,094.330.4095,,
488,Patrick Jenkins,Charity,West Richard,(117)098-8608x39905,39.6067719,-79.9064986
489,Erin Foster,Charity,Jessicatown,104-981-9543x8798,,
490,Tiffany Smith,NGO,Port Brandon,150.954.1064x502,27.3070563,-80.301416
491,Molly Edwards,Charity,Rodriguezborough,3469124779,,
492,Julie Lewis,NGO,South Steven,(557)352-3497x4606,18.1957428,-73.7480413
493,Chelsea Powell,Charity,Lake Rachelburgh,001-527-059-4168x72504,,
494,Timothy Chavez,Individual,Brooksmouth,(939)046-4362x26066,53.5928031,-2.3109072
495,Andrea Meyer,Individual,Christophertown,001-579-575-4238x796,,
496,Kristina Park,Charity,Langburgh,001-608-542-0101,,
497,Miss Jamie Gonzalez DDS,Charity,Proctorville,(011)132-1619x1390,38.438232,-82.3811273
498,Dennis Ford,Charity,Port Derekland,560-838-8104,,
499,Ricky Harmon,Individual,Port Chaseport,817.399.8610x569,,
500,Richard Patterson,Charity,Huynhmouth,1091960030,,
501,William Davila,Individual,Gilbertborough,632-044-8155,,
502,Carly Austin,Charity,Connerland,588.696.9694x7636,,
503,Eileen Scott,Charity,Lewismouth,(834)331-4178x57771,,
504,Michael Williams,Shelter,Matthewhaven,001-511-204-6271,,
505,Alexandra Owens,NGO,Bradleyland,927.996.1259,,
506,Mrs. Kim Blackwell,NGO,Port Margaretport,(978)017-2536,,
507,Destiny Maldonado,Charity,Carlosfurt,264-754-6432x2877,,
508,Kimberly Wilson,Individual,Susanville,9903662975,40.4162842,-120.653006
509,Drew Edwards,Charity,Huffmouth,+1-910-217-0650x58040,,
510,Jeremy Christensen,Individual,Ashleyborough,678-777-3829,,
511,Kimberly Cox,NGO,Lake Gloria,628-904-6503,50.8646329,-115.604978
512,Anne Stone,Shelter,Pittsville,(468)482-9531x7575,38.3954411,-75.4130775
513,Dr. Ryan Gilbert,Individual,Sarahaven,527.386.4611x5297,,
514,Ashley Bell,Shelter,Olsonland,+1-733-905-4924x97502,,
515,Misty Downs,NGO,Robertview,064.359.6470,,
516,Gary Myers,Shelter,Turnerhaven,001-669-919-8102,,
517,Taylor Wolfe,Individual,New Travisland,516.367.4140,,
518,Katrina Smith,NGO,Stephanieberg,577.112.9949x6527,,
519,Elizabeth Salazar,Shelter,Paynestad,(655)147-4123x411,,
520,Alexandra Jones,NGO,Lisaborough,925.839.2741,,
521,David Robinson,NGO,Carolinebury,+1-225-576-9253,,
522,Veronica Robinson,NGO,East Cynthiahaven,(108)881-7279,,
523,William Fox,NGO,Port Angelafurt,228-002-6281,,
524,Tiffany Rodriguez,Charity,Ramirezhaven,+1-976-624-2718x90881,,
525,Michael Dixon,Charity,Rebeccaview,579.632.5450x933,,
526,Brian Morales,NGO,Darinland,409-939-7232x9674,,
527,Kelli Fuentes,NGO,East Peter,001-579-200-2768x448,14.611838,121.1166626
528,Alexander Dean,Charity,New Robert,+1-291-500-3349x3774,44.7634729,-0.4923331
529,Amy Perez,Charity,West Jacquelineland,001-692-634-3701x202,,
530,Lindsay Yates,Individual,Diazshire,+1-988-586-7568x1040,,
531,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954,,
532,David Sellers DVM,Individual,South Michaelfurt,492.321.3443,,
533,Joseph Knapp,Shelter,New Michael,117.096.9114,27.2883847,33.7648604
534,Megan Miller,Individual,Anthonyport,252.665.5472,,
535,Jane Avila,Shelter,Christinahaven,0329872893,,
536,Margaret Lloyd,Shelter,Phillipston,+1-551-266-7292x92504,42.5492206,-72.1330646
537,Earl Eaton,Shelter,Port Michaelport,0764237778,,
538,Ronald Norton,Individual,Carterton,+1-311-060-5846x0735,51.7592426,-1.5944418
539,Jessica Lee,NGO,Vasquezberg,129.597.1071,,
540,Cristina Curtis,Individual,East Davidbury,504-722-0994,,
541,Amy Brown,NGO,Shelbyland,752.956.3208x04024,48.1533602,17.1246402
542,Savannah Neal,Individual,Ashleeside,(750)257-4736x9555,,
543,Brenda Green,Charity,Jacobmouth,001-344-515-4579x388,,
544,Matthew Wright,NGO,Port Traci,001-782-074-4708,,
545,Peter Allen,Individual,Port Kristinechester,+1-487-877-1518,,
546,Meagan Hughes,Charity,Lake Lance,(109)364-9434,39.0084389,-122.5155851
547,James Kennedy,Charity,South Donaldshire,543.901.8742x48816,,
548,Gary Andrews,NGO,Gonzalezstad,+1-115-368-3340,,
549,Trevor Lam,NGO,New Alexismouth,726-277-0665,,
550,Shawn Gibson,Individual,South Eric,001-268-793-0427x33000,18.0659777,-73.9086764
551,Kyle Vega,Shelter,West Alexandra,+1-239-355-7045,49.1809476,-123.1190795
552,Jeremiah Jones,NGO,Shaneport,322.311.4182,,
553,Scott Proctor,Shelter,Adamland,(998)282-2315x7499,,
554,Margaret Mccullough,Charity,Ortizmouth,888-890-3956,,
555,Mary Lewis,Individual,Port Richard,+1-443-680-8966,34.1579944,-119.1893732
556,James Wolfe,NGO,Woodsfurt,(337)791-7990x5443,,
557,Andrea Mcdaniel,NGO,Kingville,(938)395-0602x60948,33.6676112,-88.0405818
558,Samantha Salinas,Charity,Rayberg,001-301-396-8153x96235,,
559,Randy Martinez,Shelter,Brownville,001-788-451-1379x961,44.007003,-75.984092
560,Matthew Mendez,Shelter,South Meganland,+1-406-192-3141x20799,,
561,Andrea Morris,NGO,Hallton,(151)391-8350x82191,41.4020063,-78.9322566
562,Antonio Murphy,NGO,West Kevin,+1-177-564-0300x9110,53.2000721,6.5104656
563,Brandon Johnson,Charity,Randyville,150.160.9543x250,,
564,Justin Smith,Individual,Pottertown,+1-588-874-3231,36.3515139,-81.6726096
565,Brian Blankenship,Charity,East Jordanborough,+1-450-291-6223x9898,,
566,Michael Lewis,Individual,East Kimberlymouth,072-078-1249x988,,
567,Peggy Knight,Shelter,North Michaelville,293-241-7469x5110,,
568,Melissa Mclaughlin,Charity,Roberttown,671-908-7777x08364,53.6980463,-1.7032895
569,Danny Randolph,Shelter,South Yolanda,029.011.8582,-24.4541225,-53.078455
570,Anthony Cochran,Individual,Port Todd,+1-960-253-0828x4007,36.6432888,-87.1989594
571,Lydia Phillips,Shelter,North Hollyland,(704)162-2429,52.5114783,-1.663224
572,Diana Blair,Shelter,Murrayside,001-632-774-3398x50003,55.6915786,-3.9977459
573,William Clark,Shelter,Port Courtneyland,4689527647,,
574,Mr. William Hunt,Shelter,Barreratown,564.854.6978x7462,,
575,Jennifer Davila,Shelter,Hollandburgh,+1-401-371-8447x5866,,
576,Justin Lopez,Individual,East Stephenton,(526)153-8449x436,,
577,Thomas Burch,Charity,North Lori,3908825868,32.0859941,34.883235
578,Larry Bradshaw,NGO,Lake Cody,001-843-597-3151,40.8224909,-84.0975912
579,Nancy Guerrero,Individual,South Elizabeth,(891)381-7696,34.404175,-91.4150924
580,Yesenia Solomon,Charity,Port Paulaton,7765870514,,
581,April Mcintosh,Charity,North Sherribury,925-387-5931x9388,,
582,Douglas Cook,Shelter,Hunterbury,872.454.8537,,
583,Sean Henderson,NGO,Lake Gregory,553.326.4934x118,34.2436984,-117.2677845
584,Austin Vance,Shelter,Whiteside,(074)087-1962x83029,41.7612332,-89.9214744
585,Mark Lewis,NGO,Lisaview,+1-894-554-0220x5777,41.4792265,-81.9463635
586,Amy Barker,Shelter,North Nathanville,001-806-821-3010x5044,,
587,Jennifer Clark,NGO,Spencermouth,+1-862-196-7109x9671,,
588,Laurie Alvarez,Shelter,North Raymond,(463)392-9887x42698,43.9803515,-70.4045002
589,Nicole Williams,NGO,West Richard,727.771.3700,39.6067719,-79.9064986
590,Terry Fernandez,Shelter,Mooreburgh,506.052.7523x43392,,
591,Susan Clark,NGO,Beckville,(020)435-7439,32.2429366,-94.4554782
592,Michael Pennington,Charity,South Gabrielmouth,(905)420-9084,,
593,Douglas Mann MD,NGO,North Lisaburgh,3180399487,,
594,Sheri Johnson,Shelter,North Christopher,253.920.0751,54.7771394,-1.5606422
595,Courtney Whitney,Individual,West Mariashire,001-528-446-7897,,
596,Natalie Navarro,Shelter,West Carrieberg,001-433-742-6627x972,,
597,Willie Nichols,Charity,Jonesland,001-117-609-7351x313,,
598,Alexa Guerra,NGO,Ariasbury,7691923865,,
599,Christopher Davis,NGO,South Yvettestad,+1-496-952-5072x2056,,
600,Bruce Alexander,Individual,New Tammyhaven,376.501.2938,,
601,Peter Gonzalez,Shelter,Biancaton,(112)578-4601x9811,,
602,Paul Carter,Individual,Kinghaven,(108)002-5301x83445,45.2927207,-75.8539439
603,Christina Caldwell,Shelter,New Christopherburgh,(457)874-5807x7325,,
604,Ashley Hall,Individual,Butlerborough,+1-547-344-3774,,
605,Tara Johnson,NGO,East Nathan,9017973598,33.4653403,-111.7044281
606,Jenna Bowen,Shelter,Nicoleside,(682)183-9790x650,,
607,Sean Wolf,NGO,Mcfarlandhaven,(490)913-7034x400,,
608,Oscar Bauer,Charity,South Nicoleberg,001-874-507-6783,,
609,Brian Riddle,Shelter,Jenniferbury,1493189525,,
610,Jimmy Morton,Charity,New Carrie,001-721-348-0570x6158,41.1744298,-73.8152117
611,Jeff Rivas,Charity,Mcdanielmouth,675.065.4290x4573,,
612,Meredith Griffin,NGO,Patriciamouth,(330)818-7400,,
613,Renee Campbell,Shelter,North Tiffanyfort,199.375.0653x151,,
614,Peggy Parker,Shelter,South Waynefurt,(643)518-3066,,
615,Rachel Carson,NGO,Robertside,001-910-852-2109x575,,
616,Christopher Wright,Shelter,New Kellytown,+1-631-074-8622x827,,
617,Justin Lee,Individual,Shelleyburgh,199.646.5303x65771,,
618,Samuel Mendez,Individual,Andersonland,(064)431-0381,,
619,Taylor Estrada,NGO,Nguyenview,001-351-556-5960x359,,
620,Cassandra Foster,Individual,West Danielview,(283)047-5421x9049,,
621,David Jordan,Individual,Mendozabury,(705)816-8331x096,,
622,Gary Torres,Charity,Kimberlyview,(816)141-2613x8114,,
623,Phillip Rogers,Individual,Keithstad,626.554.6466x12045,,
624,Alvin Day Jr.,NGO,East Heatherbury,722.127.8600,,
625,Paul Lee,NGO,Stephenchester,+1-874-157-5024x3157,,
626,Theresa Gonzalez,Charity,Port David,050.568.6038x358,47.8054009,1.7085002
627,Beth Chavez,Shelter,East Nicole,+1-249-991-1004x0285,48.6170623,5.6510296
628,James Gardner,NGO,Morenoborough,405.211.3183x136,,
629,Andrea Hansen,NGO,Lake Mary,407.525.5651x8151,28.7562749,-81.322093
630,Sarah Ochoa,Charity,Vancebury,9182551669,,
631,Diana Fisher,Shelter,New Daryl,974.391.4500x152,40.7352914,-73.9894585
632,Austin Smith,NGO,North Marcusbury,219-381-8831x93973,,
633,Jay Higgins,NGO,Perezhaven,880.990.8313,,
634,Jessica Watkins,Charity,Robertton,368.959.4075x9286,,
635,Lisa Marshall,Charity,Johnville,375.423.1187,46.597848,-67.5029399
636,Devon Burton,Charity,Blakehaven,907.108.9325x817,,
637,Benjamin Soto,NGO,West Garretthaven,8693958395,,
638,Timothy Browning,Charity,Moralesfort,001-836-247-3024,,
639,Jeffrey Vaughan,Charity,Cameronfurt,129-365-7408x619,,
640,Joseph Smith,NGO,Anthonystad,716-698-3766x7391,,
641,Robert Jones,Shelter,East Antoniobury,001-480-168-1124x978,,
642,Sarah Rose,NGO,New Ryanmouth,247-388-0838x6557,,
643,Mary Morrow,NGO,Melaniehaven,001-995-921-9720x7901,,
644,Deanna Brown DDS,Individual,Fowlerburgh,(695)147-4833,,
645,Steven Armstrong,NGO,Robertfurt,2161559564,,
646,Maria Lee,Individual,West Juanchester,(433)729-7840,,
647,Christine Davis,Charity,Josephton,144.359.7605,,
648,Heather Stewart,NGO,South Lucasview,518-936-4091x169,,
649,Cory Schmidt MD,Individual,Johnsonville,001-915-535-6309x779,38.5222701,-88.5369951
650,Nicholas Peterson,NGO,West Troyview,001-528-783-1533x9196,,
651,Rebecca Mcbride,Charity,Port Timothymouth,(159)421-4100x43055,,
652,Sandy Ward,Shelter,North Michael,+1-532-646-0437x1719,26.309211,-98.0201609
653,Jason Garcia,Shelter,Port Mariemouth,229-688-4610x87983,,
654,John Murray,Shelter,Fernandezberg,001-664-004-0117x5796,,
655,Lauren Golden,NGO,Michealstad,(509)120-3093,,
656,Christopher Clark,NGO,Port Peggyshire,+1-020-961-4423,,
657,Patricia Salas,Individual,Port Maryshire,569.514.7193,,
658,Frank Olson,Shelter,South Anthonyside,001-996-747-5678x5051,,
659,Elizabeth Stewart,NGO,Kempstad,(659)731-0182x7759,,
660,James Hernandez II,Charity,Kenthaven,001-036-235-2960,,
661,Robert White,Charity,Petersonmouth,982.838.9359,,
662,Gabriel Harris,Individual,Port Shannonhaven,(853)034-2142x599,,
663,Michael English,NGO,Lake Daniel,612.320.3740,36.0826356,-79.8116985
664,Joseph Nelson,Individual,Phillipston,7800327079,42.5492206,-72.1330646
665,Felicia Collier,NGO,Toddstad,+1-113-202-4089x101,,
666,Meredith Hull,NGO,Markfurt,575-879-8768x33505,,
667,Christine Beasley,Individual,Jensenland,(667)729-4034,,
668,Maria Singh,NGO,Brandonhaven,+1-353-127-1876x477,,
669,Karen Cox,Charity,Davidland,791-759-9054x23904,,
670,Amber Hobbs,NGO,Rogersfort,914.864.5127x8523,,
671,Cindy Green PhD,NGO,Sharpfurt,6744184457,,
672,Janice Thornton,Charity,Allenmouth,(646)735-9177x4671,,
673,Shelly Castillo,Charity,Chenview,001-984-641-2359x15247,,
674,Stephen Harris,Charity,Port Seanshire,+1-163-880-7237x908,,
675,Robert Day,NGO,Goodmanfort,001-284-742-4202x15864,,
676,John Williams,Charity,Brooksborough,(057)537-1761x52273,,
677,Joshua Rush,Charity,New Mark,602-694-4031x226,39.2709557,-94.5651561
678,Joseph Johnson,NGO,South Jasminechester,412.202.8352x6950,,
679,Alexis Rodriguez,Shelter,South Shirleymouth,(748)827-8108x926,,
680,James Lewis,NGO,Richardton,001-151-287-1850,46.8838957,-102.3157292
681,Becky Hernandez,Shelter,Jeanshire,001-950-510-9795x700,,
682,Paige Lewis,Shelter,Karenfort,(150)608-5231x697,,
683,Mark Williams,NGO,Taylorport,001-520-963-8410,,
684,Kiara Martinez,Individual,Ellisborough,829-939-8804,51.0408259,-113.9361479
685,Angela Knight,Individual,Port Joshua,491-330-2377x936,32.6330859,-97.3513007
686,Spencer Roberts,Charity,East Sheenahaven,074-920-1029x14932,,
687,Danny Palmer,NGO,North Erikhaven,+1-931-315-8378x838,,
688,Jeffrey Turner,Charity,East Tiffanyview,001-321-160-3094x50214,,
689,Michael Murphy,NGO,Lake Sheilaland,+1-887-843-6402x64812,,
690,Jeffrey Knight,Individual,Wardshire,(207)794-8313,38.2534134,-85.5536001
691,Brittany Williams,Individual,Christinehaven,078.314.8173x43041,55.0490389,10.5905606
692,Christopher Stokes,Individual,Joshuahaven,001-305-048-7931x49531,,
693,Carl Brewer,Individual,Nelsonbury,846-764-5157x7104,,
694,Rachel Arnold,Shelter,New James,001-087-674-1329x05614,-34.5477112,149.9360526
695,Janet Newton,Individual,West Amandaport,930-590-8261,,
696,Kellie Hart,Charity,Changview,+1-235-589-9126x33112,,
697,Laura Leach,Charity,Davidtown,5465940771,,
698,Dawn Rodriguez MD,Charity,New Shauntown,+1-083-624-3293x3668,,
699,Sabrina Johnson,Charity,East Emily,001-552-124-3791,49.2675802,-123.0921846
700,Kimberly Duncan,Shelter,West Monica,001-851-158-2436x740,18.4495878,-72.3343856
701,Amber Arellano,NGO,South Marymouth,+1-718-425-8787x628,,
702,Rebecca Chan,Charity,West Brittany,(279)707-3052,-26.0933211,28.0057651
703,Mr. Jonathan Williams,Individual,Bruceburgh,(606)010-6061,,
704,Jason Lowe,NGO,Sarahside,063.115.0253,,
705,Christopher Sellers,Charity,East Nathanstad,(570)957-6832,,
706,Shannon Jensen,Shelter,Lake Kevinport,001-378-570-1120x234,,
707,Jason Martin,Charity,New Frederickfort,001-501-877-7120x4743,,
708,Jacob Mendez,Individual,South Jason,(818)358-6757,34.6645421,-83.078764
709,Matthew Sanchez,Individual,New Stephanie,131.083.4622x013,32.0117992,-106.335446
710,Eric Carrillo,Shelter,Nicholsonland,001-905-007-8793x1997,,
711,Mark Carroll,Shelter,Lovestad,+1-762-369-5612x249,55.6522808,13.8919613
712,Laura Graham,NGO,Mercerport,096.804.5311x455,,
713,Robert Moses,Shelter,Port Terry,(629)870-5299x9094,49.2627776,-122.7481434
714,Adam Phelps,Individual,North Amanda,001-586-612-6376,7.6899082,-1.4771864
715,Tyler Christensen,Charity,Lake Douglas,306-691-2501,-43.9670016,169.0909149
716,Angela Gregory,Individual,Lake Tracytown,(817)856-6676x112,,
717,Jonathon Gregory,Individual,Shortfort,040-511-7461x377,,
718,Matthew Brown,Individual,Port Amberfurt,785-336-0978,,
719,Brian Oneill,NGO,East Stephaniefort,(423)691-4227,,
720,Jeremiah Terry,Individual,Nicoleberg,+1-095-501-3103x762,,
721,Ashley Ramirez,Charity,Heatherburgh,604-382-3103,,
722,Deanna Owens,NGO,South Mark,(865)410-9397,55.1542734,-4.748531
723,Lisa Kim,Individual,New Brandyhaven,+1-465-856-2095,,
724,Randall Ford,Shelter,East Tasha,(072)037-8421x0768,39.952369,-75.8398876
725,Edward Lopez,NGO,New Matthewton,683-591-7229,,
726,Tammy Brown,Shelter,Victorton,+1-244-569-1621x3556,,
727,Troy Jimenez,Shelter,Port Marc,829.246.2756x7494,44.834348,-0.5809099
728,Dustin Stark,Charity,Kimberlymouth,(716)950-4574x79791,,
729,David Spence,Charity,Port Curtisside,+1-843-006-1807,,
730,Felicia Glover,Shelter,East Michael,982-844-2370,9.0153895,36.6785945
731,Jacob Scott,Charity,South Jenniferburgh,001-857-216-8483,,
732,Jessica Shields,Shelter,South Richard,519.092.5018x2511,30.4002304,-92.217445
733,David Fox,Individual,Longmouth,001-542-800-4782x916,,
734,Amanda Buchanan,NGO,Perryton,121-718-4571x61884,36.3910229,-100.8059035
735,Kyle Scott,Individual,Reedview,001-980-204-3107x974,33.9838013,-117.8708313
736,Damon Schmidt,Charity,Cummingschester,001-695-722-3687x35864,,
737,James Brown,Shelter,Lake Catherine,(152)508-8754x91151,42.484136,-88.1295744
738,Matthew Morgan,Charity,Robertton,(535)512-2781,,
739,Nancy Jones,Shelter,West Bradley,806.457.8047x368,51.1046336,-2.5846838
740,Denise Lucas,Charity,East Jamesmouth,006.775.8489x1702,,
741,Amber Burnett,Charity,Garciashire,901-355-9555,,
742,Matthew Webb,Charity,West David,001-998-341-9445x0465,18.3307189,-72.7039296
743,Nicholas Tucker,Charity,Port Samantha,(290)071-2070,32.6329952,-97.3525948
744,Matthew Deleon,Individual,Danielsview,006.940.9278x989,,
745,Jose Vance,NGO,Lake Heatherberg,216.620.7837x2021,,
746,Kenneth Barnes,NGO,South Lindsay,(868)434-0244,34.0057073,-81.0332061
747,Vanessa Johnson,Shelter,Wilsonshire,(151)347-7079x5528,,
748,Bridget Williams,Charity,South Williamview,001-079-347-2416x344,,
749,Michael Craig,Individual,Moralesburgh,131-489-9950x8143,,
750,Levi Lucas,Charity,North Vanessamouth,095-763-5392x058,,
751,Travis Johnson,Shelter,South Edward,785-640-1614,32.9091782,-96.1403885
752,Cassidy Alvarado,Individual,Leahchester,+1-825-364-4624,,
753,Samantha Potter,Charity,Aguilarbury,+1-541-434-4196x086,,
754,Michael Ford,Individual,New Sean,389-988-8452,43.6476775,-71.5158476
755,Eugene Beltran,Shelter,South Samanthaburgh,001-696-616-2431x933,,
756,Emma Anderson,NGO,Lake Michelle,001-369-347-5266,28.4569495,-81.3021766
757,Christopher Garcia,Charity,North Danielchester,+1-837-555-5633x0883,,
758,Jennifer Lucero,NGO,South Theresaberg,(386)105-5091x35748,,
759,Kathleen Watkins,Shelter,Hardyberg,(435)788-4119x238,,
760,Gina Blankenship,Shelter,Brittanyborough,001-318-721-7199x01418,,
761,Douglas Roberts,Shelter,Deanstad,+1-988-077-7950x039,,
